InChIKey,InChI,IC50
50467780,CC(C)[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(=O)N[C@H](Cc1ccccc1)P(O)(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(C)C, 85
50467832,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)N[C@@H](COCc1ccccc1)c1ccccc1, 1
50467834,CC(C)C(NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C=O, 4
50467835,CC(C)C[C@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C, 1.8
50467836,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)N[C@H](C(C)C)C(=O)OC(C)(C)C, 6
50467837,CC(C)[C@H](COCc1ccccc1)NC(=O)C(F)(F)[C@H](O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C, 5
50467838,CC(C)[C@H](CCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C, 13
50467839,CC(C)[C@H](COCc1ccccc1)NC(=O)C(F)(F)[C@@H](O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C, 6.6
50467840,CC(C)[C@@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C, 40
50467841,CC(C)[C@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C, 60
50467843,CC(C)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C, 5
50467844,CC(C)[C@@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C, 2000
50467845,CC(C)CNC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C, 5
50467846,CC(C)[C@@H](NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(O)=O, 4
50467908,OC1[C@H](Cc2ccccc2)N(CC2CC2)C(=O)N(CC2CC2)[C@H]1Cc1ccccc1, 9000
50467909,OC1[C@H](Cc2ccccc2)NC(=O)N[C@H]1Cc1ccccc1,>100000
50467910,OC1[C@H](Cc2ccccc2)N(Cc2ccccc2)C(=O)N(Cc2ccccc2)[C@H]1Cc1ccccc1, 89000
50467911,OC1[C@H](Cc2ccccc2)N(CC=C)C(=O)N(CC=C)[C@H]1Cc1ccccc1, 53000
50467932,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)OC)Cc1ccccc1)C(C)C)C(C)C, 5
50468058,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1, 1.5
50468059,Cc1ccc(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)c2ccc3ccccc3n2)c(c1)C(=O)NC(C)(C)C, 3.4
50468060,Cc1cccc(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)c2ccc3ccccc3n2)c1C(=O)NC(C)(C)C, 28
50468061,CC(C)(C)NC(=O)c1c(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)c2ccc3ccccc3n2)ccc2ccccc12, 3.5
50468062,CC(C)(C)NC(=O)c1ccccc1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1, 320
50468063,Cc1ccc(C(=O)NC(C)(C)C)c(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)c2ccc3ccccc3n2)c1, 2.2
50468064,CC(C)(C)NC(=O)c1cc2ccccc2cc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1, 149
50468065,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)OCc1ccccc1)NS(C)(=O)=O, 5.4
50468066,CC(=O)N[C@@H](CS(=O)(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C, 0.300000
50468067,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)OCc1ccccc1)NC(=O)OC(C)(C)C,>1000
50468068,CC(=O)N[C@H](CS(=O)(=O)c1ccc2ccccc2c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C, 0.300000
50468069,CC(=O)N[C@H](CSCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,>1000
50468070,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(=O)OCc1ccccc1)NS(C)(=O)=O,>1000
50468071,CC(=O)N[C@@H](CC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C, 85
50468072,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)NCc1ccc2ccccc2n1)NS(C)(=O)=O, 8
50468073,CC(=O)N[C@@H](CSc1ccc2ccccc2c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C, 42
50468074,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)OCc1ccccc1)NC(N)=O, 51
50468075,CC(=O)N[C@@H](CSCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C, 45
50468076,CC(=O)N[C@H](CC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,>1000
50468077,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)OCc1ccccc1,>1000
50468078,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1, 1.5
50468941,CC(C)C[C@H](N1CCC(O)(CC1)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)NC(C)(C)C, 26700
50468942,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@]1(O)CCN(C1)[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 6000
50468943,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@]1(O)CCCN(C1)[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12,>100000
50468944,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@]1(O)CCN(C1)[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 220
50468945,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 250
50468946,CC(C)(C)NC(=O)[C@H](CC1CCCCC1)N1CCC(O)(CC1)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,>100000
50468947,CC(C)C[C@H](N1CCC[C@](O)(C1)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(C)(C)C,>100000
50468948,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C1(O)CCN(CC1)[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 1460
50468949,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@]1(O)CCN(C1)[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 600
50468950,CC(C)(C)NC(=O)[C@H](CC1CCCCC1)N1CCC[C@@](O)(C1)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,>100000
50468951,O[C@@H]1Cc2ccccc2[C@@H]1NC(=O)[C@H](Cc1ccccc1)N1CCC(O)(CC1)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1, 29700
50468952,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C1(O)CCN(CCc2ccccc2)CC1, 38700
50468953,CC(C)(C)NC(=O)[C@H](CC1CCCCC1)N1CC[C@](O)(C1)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C, 37000
50468986,CC(C)(C)NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@@H]1Cc2ccc(OCCCOc3cc4ccccc4cc3C(=O)N[C@@H](CC(N)=O)C(=O)N1)cc2, 400
50468987,CC(C)[C@@H]1NC(=O)CCCCCOc2ccc(C[C@H](NC1=O)[C@H](O)CN1CC3CCCCC3C[C@H]1C(=O)NC(C)(C)C)cc2, 1.5
50468988,CC(C)[C@H](NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CC2CCCCC2C[C@H]1C(=O)NC(C)(C)C, 3
50468989,CC(C)[C@@H]1NC(=O)\C=C/CCCCCOc2ccc(C[C@H](NC1=O)[C@H](O)CN1CC3CCCCC3C[C@H]1C(=O)NC(C)(C)C)cc2, 25
50468990,CC(C)[C@H](NC(=O)c1ccc2ccccc2c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CC2CCCCC2C[C@H]1C(=O)NC(C)(C)C, 0.900000
50468991,CC(C)[C@@H]1NC(=O)CCCCCCOc2ccc(C[C@H](NC1=O)[C@H](O)CN1CC3CCCCC3C[C@H]1C(=O)NC(C)(C)C)cc2, 1
50468992,CC(C)[C@@H]1NC(=O)CCCCCCCOc2ccc(C[C@H](NC1=O)[C@H](O)CN1CC3CCCCC3C[C@H]1C(=O)NC(C)(C)C)cc2, 3.4
50468993,CC(C)[C@@H]1NC(=O)\C=C/CCCCOc2ccc(C[C@H](NC1=O)[C@H](O)CN1CC3CCCCC3C[C@H]1C(=O)NC(C)(C)C)cc2, 9
50468994,CC(C)(C)NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@@H]1Cc2ccc(OCCCCOc3cc4ccccc4cc3C(=O)N[C@@H](CC(N)=O)C(=O)N1)cc2, 900
50468995,CC(C)(C)NC(=O)[C@@H]1CCCN1C[C@H](O)[C@@H]1Cc2ccc(OCCCOc3cc4ccccc4cc3C(=O)N[C@@H](CC(N)=O)C(=O)N1)cc2, 90000
50468996,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@@H]1Cc2ccc(OCCCOc3cc4ccccc4cc3C(=O)N[C@@H](CC(N)=O)C(=O)N1)cc2, 10
50468997,CC(C)(C)NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@@H]1Cc2ccc(OCCOc3cc4ccccc4cc3C(=O)N[C@@H](CC(N)=O)C(=O)N1)cc2, 450
50468998,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@@H]1Cc2ccc(OCCCCOc3cc4ccccc4cc3C(=O)N[C@@H](CC(N)=O)C(=O)N1)cc2, 88
50468999,CC(C)[C@@H]1NC(=O)c2cc3ccccc3cc2OCCCOc2ccc(C[C@H](NC1=O)[C@H](O)CN1CC3CCCCC3C[C@H]1C(=O)NC(C)(C)C)cc2, 5.5
50469000,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1, 0.200000
50469001,CCCCCCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CC2CCCCC2C[C@H]1C(=O)NC(C)(C)C, 6
50469002,CC(C)[C@@H]1NC(=O)\C=C/CCCOc2ccc(C[C@H](NC1=O)[C@H](O)CN1CC3CCCCC3C[C@H]1C(=O)NC(C)(C)C)cc2, 7.3
50469003,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@@H]1Cc2ccc(OCCOc3cc4ccccc4cc3C(=O)N[C@@H](CC(N)=O)C(=O)N1)cc2, 13
50469004,CC(C)[C@@H]1NC(=O)c2ccccc2OCCCOc2ccc(C[C@H](NC1=O)[C@H](O)CN1CC3CCCCC3C[C@H]1C(=O)NC(C)(C)C)cc2, 8
50469237,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccc(O)cc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1, 153
50469238,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)C(=O)c1ccccc1, 414
50469239,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1, 676
50469240,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccncc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1, 293
50469241,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccc(O)c2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1, 482
50469242,CC(C)(C)NC(=O)[C@@H]1CN(CCc2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1, 478
50469243,CC(C)[C@@H]1[C@@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCN(Cc2cc(C)nc(Cl)c2)C[C@H]1C(=O)NC(C)(C)C, 54
50469244,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1, 102
50469245,CC(C)[C@@H]1[C@@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCN(Cc2ccc(C)nc2)C[C@H]1C(=O)NC(C)(C)C, 2
50469246,CC(C)[C@@H]1[C@@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCN(Cc2cccnc2)C[C@H]1C(=O)NC(C)(C)C, 15
50469247,CC(C)[C@@H]1[C@@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCN(Cc2ccc3ccccc3c2)C[C@H]1C(=O)NC(C)(C)C, 54
50469248,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)C(=O)OCc1ccccc1, 12000
50469249,CC(C)[C@@H]1[C@@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCN(Cc2ccncc2)C[C@H]1C(=O)NC(C)(C)C, 129
50469250,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccn2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1, 957
50469251,CC(C)(C)NC(=O)[C@@H]1CN(CCCc2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1, 175
50469252,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)C(=O)c1ccccn1, 257
50469253,CC(C)[C@@H]1[C@@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCN(Cc2cc(C)cc(C)c2)C[C@H]1C(=O)NC(C)(C)C, 78
50469254,CC(C)[C@@H]1[C@@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCN(Cc2cc(Cl)cc(Cl)c2)C[C@H]1C(=O)NC(C)(C)C, 69
50469255,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccc2O)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1, 102
50469256,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)C(=O)OCc1ccccc1, 19
50469257,CC(C)[C@@H]1[C@@H](CCS1(=O)=O)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCN(Cc2cccc(O)c2)C[C@H]1C(=O)NC(C)(C)C, 127
50469258,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)C(=O)c1ccncc1, 132
50469259,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)C(=O)c1cccnc1, 371
50469467,FC(F)(C(=O)NCc1ccccc1)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)C(NC(=O)OCc1ccccc1)C1CCCCC1, 70
50469468,CCN(Cc1ccccc1)C(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C, 15
50469471,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)NCc1ccccc1, 15
50469472,FC(F)(C(=O)NCc1ccccc1)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)C(NC(=O)OCc1ccccc1)C1CCCC1, 6
50469475,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)NCc1ccccc1, 1000
50469476,CC(C)[C@H](NC(=O)CCc1cccnc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)NCc1ccccc1, 8
50469478,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)C(=O)N1CCc2ccccc2C1, 50
50469479,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)N1CCc2ccccc2C1, 2
50469480,CC(C)[C@H](NS(=O)(=O)Cc1ccccc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)NCc1ccccc1, 48000
50469839,OCc1ccc(CN2C(Cc3ccccc3)P(O)(O)=C(Cc3ccccc3)N(Cc3ccc(CO)cc3)C2=O)cc1, 4800
50469840,OP1(O)=C(Cc2ccccc2)N(Cc2ccccc2)C(=O)N(Cc2ccccc2)C1Cc1ccccc1, 21000
50469841,OP1(O)=C(Cc2ccccc2)N(Cc2ccc(CBr)cc2)C(=O)N(Cc2ccc(CBr)cc2)C1Cc1ccccc1, 700
50469842,OC1NC(Cc2ccccc2)=P(O)(O)C(Cc2ccccc2)=N1,>100000
50469843,OCc1ccc(CN2C(Cc3ccccc3)P(O)(O)=C(Cc3ccccc3)N(Cc3ccc(CO)cc3)C2=O)cc1, 240
50469844,OP1(O)=C(Cc2ccccc2)N(Cc2ccc3ccccc3c2)C(=O)N(Cc2ccc3ccccc3c2)C1Cc1ccccc1, 260
50469845,OP1(O)=C(Cc2ccccc2)N(Cc2ccc(CBr)cc2)C(=O)N(Cc2ccc(CBr)cc2)C1Cc1ccccc1, 18000
50469846,OC1NC(Cc2ccccc2)=P(O)(O)C(Cc2ccccc2)=N1,>100000
50470240,CC(C)(C)NC(=O)[C@@H]1CCCC[C@H]1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1, 1.4
50470241,CC(C)(C)NC(=O)[C@@H]1CCCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1, 2
50470242,CC(C)(C)NC(=O)[C@@H]1CCCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1, 18
50470243,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3ccsc3s2)CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 0.060000
50470244,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 0.410000
50470245,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3sccc3s2)CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 0.050000
50470246,CC(C)(C)NC(=O)[C@@H]1CN(Cc2c(F)cccc2F)CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 0.480000
50470247,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 1.7
50470248,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc(Br)cs2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 0.030000
50470249,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3ccsc3s2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 0.120000
50470250,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 1.7
50470251,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12)S(=O)(=O)c1cccc2cccnc12, 0.015000
50470252,CC(C)(C)NC(=O)[C@@H]1CN(Cc2c(F)cccc2F)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 0.140000
50470253,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc(Br)cs2)CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 0.110000
50470254,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12)S(=O)(=O)c1cccc2cccnc12, 0.030000
50470255,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3sccc3s2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12, 0.090000
50470792,O[C@@H](C[C@]1(Cc2ccccc2)CCN([C@@H]2CS(=O)(=O)Cc3ccccc23)C1=O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1, 1.8
50470793,C[C@@H]1CC[C@@H](O)[C@H]1N1CC[C@](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)(Cc2ccccc2)C1=O, 14
50470795,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@]1(Cc2ccccc2)CCN([C@@H]2CSCc3ccccc23)C1=O, 111
50470796,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@]1(Cc2ccccc2)CCN([C@@H]2CS(=O)(=O)Cc3ccccc23)C1=O, 17
50470797,CC(C)[C@@H](CO)N1CC[C@](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)(Cc2ccccc2)C1=O, 35
50470798,O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1, 0.06
50470949,OC(C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1cccnc1)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1cccnc1, 600
50470950,OC(C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1ccncc1)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1ccncc1, 350
50470951,CC(C)(C)OC(=O)N[C@H]1CCCC[C@@H]1NC(=O)[C@@H](CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)OC(C)(C)C)Cc1ccccc1,>10000
50470952,CC(=O)N[C@H]1CCCC[C@@H]1NC(=O)[C@@H](CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(C)=O)Cc1ccccc1, 3000
50470953,OC(C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1cc2ccccc2cn1)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1cc2ccccc2cn1, 45
50470954,OC(C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1ccccn1)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1ccccn1, 400
50470955,OC(C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1ccc2ccccc2n1)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1ccc2ccccc2n1, 40
50471496,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCSC1, 342
50471497,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCSC1, 78.40
